STATEFP,COUNTYFP,YEAR,INDICATOR,VALUE,STATE,STATEABBREVIATION,COUNTY
1,117,2011,HIVprevalence,99.9,Alabama,AL,Shelby County
1,75,2013,HIVprevalence,99.9,Alabama,AL,Lamar County
1,91,2012,HIVprevalence,100,Alabama,AL,Marengo County
1,115,2011,HIVprevalence,101.7,Alabama,AL,St. Clair County
1,25,2010,HIVprevalence,102.5,Alabama,AL,Clarke County
1,55,2011,HIVprevalence,102.7,Alabama,AL,Etowah County
1,95,2011,HIVprevalence,102.7,Alabama,AL,Marshall County
1,115,2012,HIVprevalence,103.4,Alabama,AL,St. Clair County
1,19,2014,HIVprevalence,103.4,Alabama,AL,Cherokee County
1,7,2010,HIVprevalence,103.9,Alabama,AL,Bibb County
1,29,2015,HIVprevalence,104,Alabama,AL,Cleburne County
1,115,2013,HIVprevalence,104.7,Alabama,AL,St. Clair County
1,99,2010,HIVprevalence,104.8,Alabama,AL,Monroe County
1,93,2008,HIVprevalence,104.9,Alabama,AL,Marion County
1,103,2012,HIVprevalence,105.1,Alabama,AL,Morgan County
1,53,2010,HIVprevalence,105.8,Alabama,AL,Escambia County
1,131,2011,HIVprevalence,106.1,Alabama,AL,Wilcox County
1,95,2014,HIVprevalence,107.1,Alabama,AL,Marshall County
1,91,2014,HIVprevalence,107.4,Alabama,AL,Marengo County
1,19,2012,HIVprevalence,108.3,Alabama,AL,Cherokee County
1,95,2012,HIVprevalence,108.8,Alabama,AL,Marshall County
1,93,2013,HIVprevalence,108.8,Alabama,AL,Marion County
1,93,2009,HIVprevalence,109.7,Alabama,AL,Marion County
1,21,2016,HIVprevalence,110.2,Alabama,AL,Chilton County
1,95,2015,HIVprevalence,110.7,Alabama,AL,Marshall County
1,21,2014,HIVprevalence,110.8,Alabama,AL,Chilton County
1,95,2013,HIVprevalence,111.1,Alabama,AL,Marshall County
1,37,2013,HIVprevalence,111.4,Alabama,AL,Coosa County
1,21,2012,HIVprevalence,111.5,Alabama,AL,Chilton County
1,25,2009,HIVprevalence,112,Alabama,AL,Clarke County
1,93,2012,HIVprevalence,112.1,Alabama,AL,Marion County
1,123,2012,HIVprevalence,112.3,Alabama,AL,Tallapoosa County
1,127,2011,HIVprevalence,112.4,Alabama,AL,Walker County
1,81,2010,HIVprevalence,112.5,Alabama,AL,Lee County
1,103,2008,HIVprevalence,112.7,Alabama,AL,Morgan County
1,117,2012,HIVprevalence,113.1,Alabama,AL,Shelby County
1,93,2016,HIVprevalence,113.5,Alabama,AL,Marion County
1,61,2008,HIVprevalence,113.8,Alabama,AL,Geneva County
1,39,2009,HIVprevalence,113.8,Alabama,AL,Covington County
1,103,2009,HIVprevalence,113.9,Alabama,AL,Morgan County
1,15,2011,HIVprevalence,114.5,Alabama,AL,Calhoun County
1,95,2016,HIVprevalence,115.4,Alabama,AL,Marshall County
1,39,2011,HIVprevalence,115.9,Alabama,AL,Covington County
1,67,2010,HIVprevalence,116.4,Alabama,AL,Henry County
1,19,2013,HIVprevalence,116.8,Alabama,AL,Cherokee County
1,39,2008,HIVprevalence,116.9,Alabama,AL,Covington County
1,19,2016,HIVprevalence,116.9,Alabama,AL,Cherokee County
1,117,2013,HIVprevalence,117,Alabama,AL,Shelby County
1,31,2011,HIVprevalence,117.4,Alabama,AL,Coffee County
1,127,2008,HIVprevalence,118.1,Alabama,AL,Walker County
1,61,2012,HIVprevalence,119.1,Alabama,AL,Geneva County
1,27,2008,HIVprevalence,119.5,Alabama,AL,Clay County
1,127,2009,HIVprevalence,119.9,Alabama,AL,Walker County
1,29,2016,HIVprevalence,120.3,Alabama,AL,Cleburne County
1,93,2015,HIVprevalence,120.5,Alabama,AL,Marion County
1,55,2012,HIVprevalence,120.7,Alabama,AL,Etowah County
1,107,2010,HIVprevalence,121.1,Alabama,AL,Pickens County
1,99,2011,HIVprevalence,121.6,Alabama,AL,Monroe County
1,61,2009,HIVprevalence,122.8,Alabama,AL,Geneva County
1,37,2014,HIVprevalence,123.7,Alabama,AL,Coosa County
1,61,2011,HIVprevalence,124.1,Alabama,AL,Geneva County
1,93,2014,HIVprevalence,124.1,Alabama,AL,Marion County
1,91,2013,HIVprevalence,124.6,Alabama,AL,Marengo County
1,21,2013,HIVprevalence,124.9,Alabama,AL,Chilton County
1,75,2014,HIVprevalence,125.5,Alabama,AL,Lamar County
1,39,2012,HIVprevalence,125.7,Alabama,AL,Covington County
1,127,2012,HIVprevalence,125.7,Alabama,AL,Walker County
1,91,2009,HIVprevalence,127.5,Alabama,AL,Marengo County
1,123,2008,HIVprevalence,127.7,Alabama,AL,Tallapoosa County
1,3,2010,HIVprevalence,128,Alabama,AL,Baldwin County
1,131,2012,HIVprevalence,128.3,Alabama,AL,Wilcox County
1,39,2013,HIVprevalence,128.8,Alabama,AL,Covington County
1,39,2014,HIVprevalence,128.8,Alabama,AL,Covington County
1,123,2014,HIVprevalence,129.3,Alabama,AL,Tallapoosa County
1,123,2013,HIVprevalence,129.4,Alabama,AL,Tallapoosa County
1,83,2016,HIVprevalence,129.5,Alabama,AL,Limestone County
1,41,2010,HIVprevalence,129.7,Alabama,AL,Crenshaw County
1,15,2012,HIVprevalence,129.9,Alabama,AL,Calhoun County
1,123,2009,HIVprevalence,130.3,Alabama,AL,Tallapoosa County
1,7,2013,HIVprevalence,130.6,Alabama,AL,Bibb County
1,81,2011,HIVprevalence,131.2,Alabama,AL,Lee County
1,37,2012,HIVprevalence,131.3,Alabama,AL,Coosa County
1,37,2009,HIVprevalence,131.6,Alabama,AL,Coosa County
1,127,2013,HIVprevalence,131.6,Alabama,AL,Walker County
1,31,2010,HIVprevalence,132.3,Alabama,AL,Coffee County
1,99,2012,HIVprevalence,132.8,Alabama,AL,Monroe County
1,15,2013,HIVprevalence,133.4,Alabama,AL,Calhoun County
1,55,2008,HIVprevalence,133.5,Alabama,AL,Etowah County
1,31,2009,HIVprevalence,134,Alabama,AL,Coffee County
1,83,2015,HIVprevalence,134.4,Alabama,AL,Limestone County
1,117,2014,HIVprevalence,134.6,Alabama,AL,Shelby County
1,75,2016,HIVprevalence,134.9,Alabama,AL,Lamar County
1,75,2015,HIVprevalence,135.2,Alabama,AL,Lamar County
1,55,2013,HIVprevalence,135.5,Alabama,AL,Etowah County
1,15,2014,HIVprevalence,135.8,Alabama,AL,Calhoun County
1,31,2015,HIVprevalence,136.5,Alabama,AL,Coffee County
1,67,2008,HIVprevalence,136.9,Alabama,AL,Henry County
1,103,2013,HIVprevalence,137.1,Alabama,AL,Morgan County
1,103,2014,HIVprevalence,137.2,Alabama,AL,Morgan County
1,27,2009,HIVprevalence,137.4,Alabama,AL,Clay County
1,53,2011,HIVprevalence,137.5,Alabama,AL,Escambia County
1,41,2012,HIVprevalence,137.5,Alabama,AL,Crenshaw County
1,41,2011,HIVprevalence,138.2,Alabama,AL,Crenshaw County
1,103,2015,HIVprevalence,138.2,Alabama,AL,Morgan County
1,31,2012,HIVprevalence,139,Alabama,AL,Coffee County
1,115,2014,HIVprevalence,139,Alabama,AL,St. Clair County
1,31,2014,HIVprevalence,139.6,Alabama,AL,Coffee County
1,53,2008,HIVprevalence,140.4,Alabama,AL,Escambia County
1,131,2013,HIVprevalence,140.4,Alabama,AL,Wilcox County
1,125,2010,HIVprevalence,140.7,Alabama,AL,Tuscaloosa County
1,37,2011,HIVprevalence,140.7,Alabama,AL,Coosa County
1,103,2016,HIVprevalence,140.7,Alabama,AL,Morgan County
1,37,2008,HIVprevalence,140.8,Alabama,AL,Coosa County
1,121,2010,HIVprevalence,141.2,Alabama,AL,Talladega County
1,31,2008,HIVprevalence,141.4,Alabama,AL,Coffee County
1,127,2014,HIVprevalence,141.6,Alabama,AL,Walker County
1,53,2013,HIVprevalence,141.8,Alabama,AL,Escambia County
1,61,2010,HIVprevalence,141.9,Alabama,AL,Geneva County
1,115,2016,HIVprevalence,142.3,Alabama,AL,St. Clair County
1,107,2008,HIVprevalence,142.4,Alabama,AL,Pickens County
1,67,2011,HIVprevalence,143.4,Alabama,AL,Henry County
1,83,2008,HIVprevalence,143.6,Alabama,AL,Limestone County
1,127,2016,HIVprevalence,143.6,Alabama,AL,Walker County
1,91,2008,HIVprevalence,143.9,Alabama,AL,Marengo County
1,67,2009,HIVprevalence,143.9,Alabama,AL,Henry County
1,127,2015,HIVprevalence,144.4,Alabama,AL,Walker County
1,55,2009,HIVprevalence,144.6,Alabama,AL,Etowah County
1,115,2015,HIVprevalence,144.8,Alabama,AL,St. Clair County
1,89,2010,HIVprevalence,145.3,Alabama,AL,Madison County
1,99,2013,HIVprevalence,145.3,Alabama,AL,Monroe County
1,7,2012,HIVprevalence,145.6,Alabama,AL,Bibb County
1,37,2015,HIVprevalence,145.8,Alabama,AL,Coosa County
1,81,2008,HIVprevalence,145.9,Alabama,AL,Lee County
1,37,2016,HIVprevalence,146.7,Alabama,AL,Coosa County
1,61,2013,HIVprevalence,147,Alabama,AL,Geneva County
1,53,2009,HIVprevalence,147.1,Alabama,AL,Escambia County
1,37,2010,HIVprevalence,147.2,Alabama,AL,Coosa County
1,117,2015,HIVprevalence,147.5,Alabama,AL,Shelby County
1,107,2011,HIVprevalence,147.7,Alabama,AL,Pickens County
1,81,2009,HIVprevalence,148,Alabama,AL,Lee County
1,105,2010,HIVprevalence,148.1,Alabama,AL,Perry County
1,41,2009,HIVprevalence,148.7,Alabama,AL,Crenshaw County
1,131,2008,HIVprevalence,149.3,Alabama,AL,Wilcox County
1,41,2008,HIVprevalence,149.4,Alabama,AL,Crenshaw County
1,25,2011,HIVprevalence,149.4,Alabama,AL,Clarke County
1,25,2013,HIVprevalence,150.9,Alabama,AL,Clarke County
1,25,2012,HIVprevalence,151.1,Alabama,AL,Clarke County
1,121,2011,HIVprevalence,151.5,Alabama,AL,Talladega County
1,31,2013,HIVprevalence,151.5,Alabama,AL,Coffee County
1,99,2009,HIVprevalence,151.9,Alabama,AL,Monroe County
1,61,2016,HIVprevalence,151.9,Alabama,AL,Geneva County
1,3,2013,HIVprevalence,152,Alabama,AL,Baldwin County
1,55,2014,HIVprevalence,152,Alabama,AL,Etowah County
1,51,2010,HIVprevalence,152.3,Alabama,AL,Elmore County
1,1,2010,HIVprevalence,152.4,Alabama,AL,Autauga County
1,109,2010,HIVprevalence,152.5,Alabama,AL,Pike County
1,31,2016,HIVprevalence,152.5,Alabama,AL,Coffee County
1,131,2014,HIVprevalence,153.4,Alabama,AL,Wilcox County
1,3,2012,HIVprevalence,154.9,Alabama,AL,Baldwin County
1,83,2009,HIVprevalence,155,Alabama,AL,Limestone County
1,107,2009,HIVprevalence,155.4,Alabama,AL,Pickens County
1,117,2016,HIVprevalence,155.4,Alabama,AL,Shelby County
1,39,2016,HIVprevalence,155.5,Alabama,AL,Covington County
1,13,2010,HIVprevalence,155.6,Alabama,AL,Butler County
1,99,2008,HIVprevalence,155.9,Alabama,AL,Monroe County
1,3,2011,HIVprevalence,156.3,Alabama,AL,Baldwin County
1,53,2012,HIVprevalence,156.7,Alabama,AL,Escambia County
1,1,2011,HIVprevalence,157.2,Alabama,AL,Autauga County
1,27,2013,HIVprevalence,157.4,Alabama,AL,Clay County
1,67,2015,HIVprevalence,157.5,Alabama,AL,Henry County
1,67,2012,HIVprevalence,158.6,Alabama,AL,Henry County
1,25,2016,HIVprevalence,159.5,Alabama,AL,Clarke County
1,3,2014,HIVprevalence,159.7,Alabama,AL,Baldwin County
1,61,2014,HIVprevalence,160.7,Alabama,AL,Geneva County
1,7,2011,HIVprevalence,161.2,Alabama,AL,Bibb County
1,25,2014,HIVprevalence,161.2,Alabama,AL,Clarke County
1,89,2011,HIVprevalence,161.6,Alabama,AL,Madison County
1,81,2012,HIVprevalence,161.7,Alabama,AL,Lee County
1,131,2009,HIVprevalence,161.8,Alabama,AL,Wilcox County
1,3,2015,HIVprevalence,161.9,Alabama,AL,Baldwin County
1,81,2013,HIVprevalence,162,Alabama,AL,Lee County
1,123,2015,HIVprevalence,162,Alabama,AL,Tallapoosa County
1,25,2015,HIVprevalence,162.3,Alabama,AL,Clarke County
1,83,2014,HIVprevalence,162.6,Alabama,AL,Limestone County
1,41,2013,HIVprevalence,163.6,Alabama,AL,Crenshaw County
1,39,2015,HIVprevalence,164.2,Alabama,AL,Covington County
1,15,2008,HIVprevalence,164.3,Alabama,AL,Calhoun County
1,61,2015,HIVprevalence,164.5,Alabama,AL,Geneva County
1,3,2016,HIVprevalence,166.5,Alabama,AL,Baldwin County
1,65,2008,HIVprevalence,167,Alabama,AL,Hale County
1,51,2011,HIVprevalence,167.6,Alabama,AL,Elmore County
1,91,2015,HIVprevalence,169.4,Alabama,AL,Marengo County
1,67,2013,HIVprevalence,171.5,Alabama,AL,Henry County
1,89,2012,HIVprevalence,171.8,Alabama,AL,Madison County
1,81,2014,HIVprevalence,172.7,Alabama,AL,Lee County
1,51,2012,HIVprevalence,172.8,Alabama,AL,Elmore County
1,125,2011,HIVprevalence,173.6,Alabama,AL,Tuscaloosa County
1,121,2012,HIVprevalence,173.8,Alabama,AL,Talladega County
1,15,2009,HIVprevalence,174.1,Alabama,AL,Calhoun County
1,27,2016,HIVprevalence,174.2,Alabama,AL,Clay County
1,3,2008,HIVprevalence,174.7,Alabama,AL,Baldwin County
1,27,2015,HIVprevalence,174.8,Alabama,AL,Clay County
1,3,2009,HIVprevalence,175.1,Alabama,AL,Baldwin County
1,1,2012,HIVprevalence,181.7,Alabama,AL,Autauga County
1,89,2013,HIVprevalence,182.4,Alabama,AL,Madison County
1,65,2010,HIVprevalence,183.3,Alabama,AL,Hale County
1,55,2015,HIVprevalence,183.5,Alabama,AL,Etowah County
1,105,2011,HIVprevalence,183.9,Alabama,AL,Perry County
1,99,2014,HIVprevalence,183.9,Alabama,AL,Monroe County
1,51,2008,HIVprevalence,185.6,Alabama,AL,Elmore County
1,63,2010,HIVprevalence,187.2,Alabama,AL,Greene County
1,55,2016,HIVprevalence,187.3,Alabama,AL,Etowah County
1,1,2008,HIVprevalence,187.8,Alabama,AL,Autauga County
1,1,2013,HIVprevalence,187.8,Alabama,AL,Autauga County
1,51,2013,HIVprevalence,188.3,Alabama,AL,Elmore County
1,123,2016,HIVprevalence,188.3,Alabama,AL,Tallapoosa County
1,81,2015,HIVprevalence,188.6,Alabama,AL,Lee County
1,41,2014,HIVprevalence,188.9,Alabama,AL,Crenshaw County
1,69,2010,HIVprevalence,189.7,Alabama,AL,Houston County
1,125,2008,HIVprevalence,191.4,Alabama,AL,Tuscaloosa County
1,7,2015,HIVprevalence,191.8,Alabama,AL,Bibb County
1,121,2008,HIVprevalence,192.4,Alabama,AL,Talladega County
1,125,2012,HIVprevalence,192.5,Alabama,AL,Tuscaloosa County
1,1,2009,HIVprevalence,193.3,Alabama,AL,Autauga County
1,65,2009,HIVprevalence,194.6,Alabama,AL,Hale County
1,91,2016,HIVprevalence,195.6,Alabama,AL,Marengo County
1,89,2008,HIVprevalence,195.8,Alabama,AL,Madison County
1,107,2012,HIVprevalence,196.8,Alabama,AL,Pickens County
1,7,2016,HIVprevalence,196.8,Alabama,AL,Bibb County
1,35,2011,HIVprevalence,197.2,Alabama,AL,Conecuh County
1,1,2014,HIVprevalence,197.7,Alabama,AL,Autauga County
1,131,2015,HIVprevalence,197.7,Alabama,AL,Wilcox County
1,81,2016,HIVprevalence,197.7,Alabama,AL,Lee County
1,17,2011,HIVprevalence,197.8,Alabama,AL,Chambers County
1,41,2015,HIVprevalence,198,Alabama,AL,Crenshaw County
1,13,2008,HIVprevalence,198.1,Alabama,AL,Butler County
1,51,2009,HIVprevalence,198.5,Alabama,AL,Elmore County
1,121,2009,HIVprevalence,198.9,Alabama,AL,Talladega County
1,89,2009,HIVprevalence,200.2,Alabama,AL,Madison County
1,105,2012,HIVprevalence,200.3,Alabama,AL,Perry County
1,125,2009,HIVprevalence,200.8,Alabama,AL,Tuscaloosa County
1,63,2011,HIVprevalence,201.5,Alabama,AL,Greene County
1,23,2015,HIVprevalence,202.4,Alabama,AL,Choctaw County
1,23,2008,HIVprevalence,203.3,Alabama,AL,Choctaw County
1,35,2014,HIVprevalence,204.3,Alabama,AL,Conecuh County
1,17,2010,HIVprevalence,204.7,Alabama,AL,Chambers County
1,15,2015,HIVprevalence,206.9,Alabama,AL,Calhoun County
1,13,2009,HIVprevalence,207.2,Alabama,AL,Butler County
1,13,2011,HIVprevalence,207.6,Alabama,AL,Butler County
1,121,2013,HIVprevalence,207.8,Alabama,AL,Talladega County
1,35,2012,HIVprevalence,208.6,Alabama,AL,Conecuh County
1,27,2014,HIVprevalence,209.4,Alabama,AL,Clay County
1,67,2016,HIVprevalence,212,Alabama,AL,Henry County
1,67,2014,HIVprevalence,212.5,Alabama,AL,Henry County
1,89,2014,HIVprevalence,213.3,Alabama,AL,Madison County
1,99,2016,HIVprevalence,213.7,Alabama,AL,Monroe County
1,107,2013,HIVprevalence,214.1,Alabama,AL,Pickens County
1,125,2013,HIVprevalence,215,Alabama,AL,Tuscaloosa County
1,63,2008,HIVprevalence,217.1,Alabama,AL,Greene County
1,13,2013,HIVprevalence,217.4,Alabama,AL,Butler County
1,99,2015,HIVprevalence,217.9,Alabama,AL,Monroe County
1,121,2014,HIVprevalence,219.1,Alabama,AL,Talladega County
1,1,2016,HIVprevalence,219.1,Alabama,AL,Autauga County
